2024-05-19;22:47:43.155;[15] PING;22:47:43.641;[31/28] PONG (2)
2024-05-19;22:47:44.002;[16] PING;22:47:44.110;[32/29] PONG (2)
2024-05-19;22:47:43.971;[13] PING;22:47:44.460;[33/30] PONG (1)
2024-05-19;22:47:44.793;[17] PING;22:47:45.393;[34/31] PONG (2)
2024-05-19;22:47:46.613;[18] PING;22:47:46.877;[37/32] PONG (2)
2024-05-19;22:47:46.926;[14] PING;22:47:47.428;[38/33] PONG (1)
2024-05-19;22:47:48.067;[19] PING;22:47:48.650;[39/34] PONG (2)
2024-05-19;22:47:49.838;[20] PING;22:47:50.236;[40/35] PONG (2)
2024-05-19;22:47:49.806;[15] PING;22:47:50.313;[41/36] PONG (1)
2024-05-19;22:47:50.613;[16] PING;22:47:51.404;[44/37] PONG (1)
2024-05-19;22:47:51.466;[21] PING;22:47:51.621;[45/38] PONG (2)
2024-05-19;22:47:52.198;[22] PING;22:47:52.741;[46/39] PONG (2)
2024-05-19;22:47:52.229;[17] PING;22:47:53.159;[47/40] PONG (1)
2024-05-19;22:47:53.160;[18] PING;22:47:53.829;[48/41] PONG (1)
2024-05-19;22:47:55.012;[23] PING;22:47:55.912;[51/42] PONG (2)
2024-05-19;22:47:55.089;[19] PING;22:47:56.021;[52/43] PONG (1)
2024-05-19;22:47:55.914;[24] PING;22:47:56.678;[53/44] PONG (2)
2024-05-19;22:47:57.770;[25] PING;22:47:57.958;[54/45] PONG (2)
2024-05-19;22:47:57.880;[20] PING;22:47:58.754;[55/46] PONG (1)
2024-05-19;22:47:58.754;[21] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:47:58.503;[26] PING;22:47:59.447;[56/48] PONG (2)
2024-05-19;22:47:59.268;[22] PING;22:47:59.696;[57/49] PONG (1)
2024-05-19;22:47:59.588;[27] PING;22:48:00.042;[58/50] PONG (2)
2024-05-19;22:48:01.197;[23] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:48:01.618;[28] PING;22:48:02.044;[61/52] PONG (2)
2024-05-19;22:48:02.292;[24] PING;22:48:02.582;[62/53] PONG (1)
2024-05-19;22:48:04.313;[29] PING;22:48:04.522;[63/54] PONG (2)
2024-05-19;22:48:04.293;[25] PING;22:48:05.239;[64/55] PONG (1)
2024-05-19;22:48:05.536;[30] PING;22:48:06.219;[67/56] PONG (2)
2024-05-19;22:48:07.225;[26] PING;22:48:07.598;[68/57] PONG (1)
2024-05-19;22:48:08.067;[31] PING;22:48:08.221;[69/58] PONG (2)
2024-05-19;22:48:08.508;[27] PING;22:48:08.782;[70/59] PONG (1)
2024-05-19;22:48:10.965;[28] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:48:10.590;[32] PING;22:48:11.083;[73/61] PONG (2)
2024-05-19;22:48:12.863;[33] PING;22:48:13.458;[74/62] PONG (2)
2024-05-19;22:48:12.994;[29] PING;22:48:13.602;[75/63] PONG (1)
2024-05-19;22:48:13.458;[34] PING;22:48:14.184;[76/64] PONG (2)
2024-05-19;22:48:14.704;[35] PING;22:48:15.490;[77/65] PONG (2)
2024-05-19;22:48:15.491;[36] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:48:15.553;[30] PING;22:48:15.928;[80/67] PONG (1)
2024-05-19;22:48:16.714;[37] PING;22:48:17.623;[81/68] PONG (2)
2024-05-19;22:48:18.173;[31] PING;22:48:18.514;[82/69] PONG (1)
2024-05-19;22:48:19.618;[38] PING;22:48:20.440;[83/70] PONG (2)
2024-05-19;22:48:19.959;[32] PING;22:48:20.502;[84/71] PONG (1)
2024-05-19;22:48:21.964;[33] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:48:21.451;[39] PING;22:48:22.011;[87/73] PONG (2)
2024-05-19;22:48:22.972;[34] PING;22:48:23.376;[88/74] PONG (1)
2024-05-19;22:48:22.801;[40] PING;22:48:23.377;[89/75] PONG (2)
2024-05-19;22:48:23.732;[41] PING;22:48:24.374;[90/76] PONG (2)
2024-05-19;22:48:24.282;[35] PING;22:48:24.739;[91/77] PONG (1)
2024-05-19;22:48:25.408;[36] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:48:25.843;[37] PING;22:48:26.485;[94/79] PONG (1)
2024-05-19;22:48:26.125;[42] PING;22:48:27.115;[95/80] PONG (2)
2024-05-19;22:48:26.485;[38] PING;22:48:27.271;[96/81] PONG (1)
2024-05-19;22:48:28.117;[39] PING;22:48:28.842;[97/82] PONG (1)
2024-05-19;22:48:28.812;[43] PING;22:48:29.023;[98/83] PONG (2)
2024-05-19;22:48:29.345;[40] PING;22:48:30.243;[99/84] PONG (1)
2024-05-19;22:48:29.732;[44] PING;22:48:30.495;[100/85] PONG (2)
2024-05-19;22:48:30.339;[41] PING;22:48:31.208;[103/86] PONG (1)
2024-05-19;22:48:31.490;[45] PING;22:48:32.178;[104/87] PONG (2)
2024-05-19;22:48:32.179;[46] PING;22:48:32.431;[105/88] PONG (2)
2024-05-19;22:48:33.064;[42] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:48:33.693;[47] PING;22:48:34.237;[106/90] PONG (2)
2024-05-19;22:48:34.968;[48] PING;22:48:35.593;[109/91] PONG (2)
2024-05-19;22:48:35.233;[43] PING;22:48:35.999;[110/92] PONG (1)
2024-05-19;22:48:36.311;[44] PING;22:48:36.681;[111/93] PONG (1)
2024-05-19;22:48:35.999;[49] PING;22:48:36.991;[112/94] PONG (2)
2024-05-19;22:48:36.683;[45] PING;22:48:37.364;[113/95] PONG (1)
2024-05-19;22:48:37.769;[46] PING;22:48:38.260;[114/96] PONG (1)
2024-05-19;22:48:38.731;[50] PING;22:48:39.404;[115/97] PONG (2)
2024-05-19;22:48:39.405;[51] PING;22:48:39.652;[116/98] PONG (2)
2024-05-19;22:48:39.544;[47] PING;22:48:39.747;[117/99] PONG (1)
2024-05-19;22:48:39.653;[52] PING;22:48:40.356;[118/100] PONG (2)
2024-05-19;22:48:40.434;[53] PING;22:48:40.588;[119/101] PONG (2)
2024-05-19;22:48:40.824;[48] PING;22:48:41.796;[122/102] PONG (1)
2024-05-19;22:48:41.797;[49] PING;22:48:42.017;[123/103] PONG (1)
2024-05-19;22:48:42.315;[50] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:48:42.628;[54] PING;22:48:43.500;[124/105] PONG (2)
2024-05-19;22:48:43.501;[55] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:48:44.004;[51] PING;22:48:44.963;[125/107] PONG (1)
2024-05-19;22:48:44.963;[52] PING;22:48:45.211;[126/108] PONG (1)
2024-05-19;22:48:45.212;[53] PING;22:48:45.557;[127/109] PONG (1)
2024-05-19;22:48:45.790;[56] PING;22:48:46.227;[130/110] PONG (2)
2024-05-19;22:48:47.233;[57] PING;22:48:47.761;[131/111] PONG (2)
2024-05-19;22:48:47.810;[54] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:48:48.591;[58] PING;22:48:49.154;[132/113] PONG (2)
2024-05-19;22:48:50.420;[55] PING;22:48:51.206;[135/114] PONG (1)
2024-05-19;22:48:51.891;[56] PING;22:48:52.337;[136/115] PONG (1)
2024-05-19;22:48:51.503;[59] PING;22:48:52.413;[137/116] PONG (2)
2024-05-19;22:48:52.413;[60] PING;22:48:52.600;[138/117] PONG (2)
2024-05-19;22:48:53.571;[61] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:48:54.866;[57] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:48:54.492;[62] PING;22:48:54.935;[139/120] PONG (2)
2024-05-19;22:48:56.170;[58] PING;22:48:57.184;[142/121] PONG (1)
2024-05-19;22:48:56.855;[63] PING;22:48:57.216;[143/122] PONG (2)
2024-05-19;22:48:57.324;[64] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:48:57.231;[59] PING;22:48:57.790;[144/124] PONG (1)
2024-05-19;22:48:58.226;[60] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:48:59.029;[65] PING;22:48:59.963;[145/126] PONG (2)
2024-05-19;22:48:59.963;[66] PING;22:49:00.293;[146/127] PONG (2)
2024-05-19;22:49:01.081;[61] PING;22:49:01.982;[149/128] PONG (1)
2024-05-19;22:49:01.827;[67] PING;22:49:02.355;[150/129] PONG (2)
2024-05-19;22:49:01.983;[62] PING;22:49:02.711;[151/130] PONG (1)
2024-05-19;22:49:03.441;[63] PING;22:49:03.712;[152/131] PONG (1)
2024-05-19;22:49:03.548;[68] PING;22:49:04.068;[153/132] PONG (2)
2024-05-19;22:49:04.588;[69] PING;22:49:05.343;[154/133] PONG (2)
2024-05-19;22:49:05.391;[70] PING;22:49:06.138;[157/134] PONG (2)
2024-05-19;22:49:05.624;[64] PING;22:49:06.483;[158/135] PONG (1)
2024-05-19;22:49:07.767;[71] PING;22:49:07.922;[159/136] PONG (2)
2024-05-19;22:49:07.642;[65] PING;22:49:08.293;[160/137] PONG (1)
2024-05-19;22:49:09.402;[66] PING;22:49:10.333;[161/138] PONG (1)
2024-05-19;22:49:10.366;[72] PING;22:49:10.629;[162/139] PONG (2)
2024-05-19;22:49:10.553;[67] PING;22:49:11.567;[165/140] PONG (1)
2024-05-19;22:49:12.788;[68] PING;22:49:13.132;[166/141] PONG (1)
2024-05-19;22:49:12.805;[73] PING;22:49:13.315;[167/142] PONG (2)
2024-05-19;22:49:14.764;[69] PING;22:49:15.513;[168/143] PONG (1)
2024-05-19;22:49:15.802;[74] PING;22:49:16.312;[171/144] PONG (2)
2024-05-19;22:49:16.825;[75] PING;22:49:17.258;[172/145] PONG (2)
2024-05-19;22:49:17.409;[70] PING;22:49:18.247;[173/146] PONG (1)
2024-05-19;22:49:18.820;[71] PING;22:49:18.988;[174/147] PONG (1)
2024-05-19;22:49:19.550;[76] PING;22:49:19.834;[175/148] PONG (2)
2024-05-19;22:49:20.336;[77] PING;22:49:20.690;[178/149] PONG (2)
2024-05-19;22:49:21.456;[72] PING;22:49:22.076;[179/150] PONG (1)
2024-05-19;22:49:22.156;[78] PING;22:49:22.651;[180/151] PONG (2)
2024-05-19;22:49:23.210;[79] PING;22:49:23.335;[181/152] PONG (2)
2024-05-19;22:49:24.112;[80] PING;22:49:24.567;[182/153] PONG (2)
2024-05-19;22:49:24.303;[73] PING;22:49:24.663;[183/154] PONG (1)
2024-05-19;22:49:25.022;[81] PING;22:49:25.368;[184/155] PONG (2)
2024-05-19;22:49:25.022;[74] PING;22:49:26.011;[187/156] PONG (1)
2024-05-19;22:49:26.010;[82] PING;22:49:26.259;[188/157] PONG (2)
2024-05-19;22:49:26.011;[75] PING;22:49:26.554;[189/158] PONG (1)
2024-05-19;22:49:26.354;[83] PING;22:49:27.130;[190/159] PONG (2)
2024-05-19;22:49:26.554;[76] PING;22:49:27.334;[191/160] PONG (1)
2024-05-19;22:49:27.334;[77] PING;22:49:27.959;[192/161] PONG (1)
2024-05-19;22:49:27.131;[84] PING;22:49:28.037;[193/162] PONG (2)
2024-05-19;22:49:28.145;[78] PING;22:49:28.974;[194/163] PONG (1)
2024-05-19;22:49:29.471;[85] PING;22:49:30.253;[195/164] PONG (2)
2024-05-19;22:49:30.553;[79] PING;22:49:31.021;[198/165] PONG (1)
2024-05-19;22:49:30.894;[86] PING;22:49:31.177;[199/166] PONG (2)
2024-05-19;22:49:33.432;[87] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:49:33.182;[80] PING;22:49:33.919;[200/168] PONG (1)
2024-05-19;22:49:36.140;[88] PING;22:49:36.388;[203/169] PONG (2)
2024-05-19;22:49:35.998;[81] PING;22:49:36.693;[204/170] PONG (1)
2024-05-19;22:49:36.694;[82] PING;22:49:37.641;[205/171] PONG (1)
2024-05-19;22:49:37.641;[83] PING;22:49:38.379;[206/172] PONG (1)
2024-05-19;22:49:38.564;[84] PING;22:49:39.359;[207/173] PONG (1)
2024-05-19;22:49:38.843;[89] PING;22:49:39.420;[208/174] PONG (2)
2024-05-19;22:49:39.837;[85] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:49:40.451;[90] PING;22:49:40.637;[209/176] PONG (2)
2024-05-19;22:49:41.148;[86] PING;22:49:41.739;[212/177] PONG (1)
2024-05-19;22:49:41.741;[91] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:49:42.149;[87] PING;22:49:42.993;[213/179] PONG (1)
2024-05-19;22:49:44.003;[92] PING;22:49:44.879;[214/180] PONG (2)
2024-05-19;22:49:45.109;[88] PING;22:49:45.233;[215/181] PONG (1)
2024-05-19;22:49:45.157;[93] PING;22:49:45.373;[216/182] PONG (2)
2024-05-19;22:49:46.455;[94] PING;22:49:46.858;[219/183] PONG (2)
2024-05-19;22:49:46.750;[89] PING;22:49:47.094;[220/184] PONG (1)
2024-05-19;22:49:48.194;[90] PING;22:49:48.465;[221/185] PONG (1)
2024-05-19;22:49:48.350;[95] PING;22:49:48.573;[222/186] PONG (2)
2024-05-19;22:49:49.619;[96] PING;22:49:50.626;[223/187] PONG (2)
2024-05-19;22:49:50.437;[91] PING;22:49:50.733;[224/188] PONG (1)
2024-05-19;22:49:51.518;[92] PING;22:49:51.640;[227/189] PONG (1)
2024-05-19;22:49:52.460;[97] PING;22:49:53.251;[228/190] PONG (2)
2024-05-19;22:49:54.331;[93] PING;22:49:54.908;[229/191] PONG (1)
2024-05-19;22:49:54.941;[98] PING;22:49:55.173;[230/192] PONG (2)
2024-05-19;22:49:55.081;[94] PING;22:49:56.028;[233/193] PONG (1)
2024-05-19;22:49:55.794;[99] PING;22:49:56.238;[234/194] PONG (2)
2024-05-19;22:49:56.923;[95] PING;22:49:57.046;[235/195] PONG (1)
2024-05-19;22:49:56.668;[100] PING;22:49:57.253;[236/196] PONG (2)
2024-05-19;22:49:58.825;[96] PING;22:49:59.011;[237/197] PONG (1)
2024-05-19;22:49:59.727;[97] PING;22:50:00.152;[238/198] PONG (1)
2024-05-19;22:49:59.414;[101] PING;22:50:00.214;[239/199] PONG (2)
2024-05-19;22:50:00.339;[102] PING;22:50:01.005;[242/200] PONG (2)
2024-05-19;22:50:01.878;[98] PING;22:50:02.205;[243/201] PONG (1)
2024-05-19;22:50:02.578;[103] PING;22:50:03.245;[244/202] PONG (2)
2024-05-19;22:50:03.048;[99] PING;22:50:03.880;[245/203] PONG (1)
2024-05-19;22:50:03.881;[100] PING;22:50:04.398;[246/204] PONG (1)
2024-05-19;22:50:03.617;[104] PING;22:50:04.631;[247/205] PONG (2)
2024-05-19;22:50:04.929;[105] PING;22:50:05.453;[248/206] PONG (2)
2024-05-19;22:50:05.764;[101] PING;22:50:06.057;[251/207] PONG (1)
2024-05-19;22:50:06.243;[102] PING;22:50:06.841;[252/208] PONG (1)
2024-05-19;22:50:06.858;[106] PING;22:50:07.663;[253/209] PONG (2)
2024-05-19;22:50:07.323;[103] PING;22:50:07.898;[254/210] PONG (1)
2024-05-19;22:50:08.091;[107] PING;22:50:08.264;[255/211] PONG (2)
2024-05-19;22:50:08.264;[104] PING;22:50:08.546;[256/212] PONG (1)
2024-05-19;22:50:09.392;[108] PING;22:50:09.906;[257/213] PONG (2)
2024-05-19;22:50:09.907;[109] PING;22:50:10.334;[258/214] PONG (2)
2024-05-19;22:50:09.734;[105] PING;22:50:10.427;[259/215] PONG (1)
2024-05-19;22:50:11.879;[110] PING;22:50:12.608;[262/216] PONG (2)
2024-05-19;22:50:12.408;[106] PING;22:50:13.363;[263/217] PONG (1)
2024-05-19;22:50:13.256;[111] PING;22:50:13.506;[264/218] PONG (2)
2024-05-19;22:50:13.584;[107] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:50:14.433;[112] PING;22:50:14.745;[265/220] PONG (2)
2024-05-19;22:50:14.855;[108] PING;22:50:15.414;[266/221] PONG (1)
2024-05-19;22:50:16.236;[113] PING;22:50:16.483;[269/222] PONG (2)
2024-05-19;22:50:17.417;[114] PING;22:50:17.881;[270/223] PONG (2)
2024-05-19;22:50:17.741;[109] PING;22:50:18.121;[271/224] PONG (1)
2024-05-19;22:50:19.912;[110] PING;22:50:20.052;[272/225] PONG (1)
2024-05-19;22:50:20.160;[115] PING;22:50:20.511;[273/226] PONG (2)
2024-05-19;22:50:21.811;[111] PING;22:50:22.781;[276/227] PONG (1)
2024-05-19;22:50:22.332;[116] PING;22:50:23.062;[277/228] PONG (2)
2024-05-19;22:50:23.111;[117] PING;22:50:23.376;[278/229] PONG (2)
2024-05-19;22:50:23.676;[112] PING;22:50:24.035;[279/230] PONG (1)
2024-05-19;22:50:25.470;[118] PING;22:50:25.610;[280/231] PONG (2)
2024-05-19;22:50:25.393;[113] PING;22:50:25.857;[283/232] PONG (1)
2024-05-19;22:50:26.165;[119] PING;22:50:26.742;[284/233] PONG (2)
2024-05-19;22:50:26.853;[114] PING;22:50:27.009;[285/234] PONG (1)
2024-05-19;22:50:27.164;[120] PING;22:50:27.753;[286/235] PONG (2)
2024-05-19;22:50:28.575;[115] PING;22:50:29.225;[287/236] PONG (1)
2024-05-19;22:50:30.003;[121] PING;22:50:30.593;[288/237] PONG (2)
2024-05-19;22:50:30.701;[116] PING;22:50:31.402;[291/238] PONG (1)
2024-05-19;22:50:31.107;[122] PING;22:50:31.576;[292/239] PONG (2)
2024-05-19;22:50:32.122;[117] PING;22:50:32.245;[293/240] PONG (1)
2024-05-19;22:50:33.381;[123] PING;22:50:33.923;[294/241] PONG (2)
2024-05-19;22:50:34.586;[124] PING;22:50:34.975;[295/242] PONG (2)
2024-05-19;22:50:34.524;[118] PING;22:50:35.376;[296/243] PONG (1)
2024-05-19;22:50:37.254;[119] PING;22:50:38.142;[299/244] PONG (1)
2024-05-19;22:50:37.253;[125] PING;22:50:38.235;[300/245] PONG (2)
2024-05-19;22:50:38.645;[120] PING;22:50:39.471;[301/246] PONG (1)
2024-05-19;22:50:39.926;[126] PING;22:50:40.099;[302/247] PONG (2)
2024-05-19;22:50:40.178;[121] PING;22:50:40.585;[303/248] PONG (1)
2024-05-19;22:50:41.309;[127] PING;22:50:41.667;[306/249] PONG (2)
2024-05-19;22:50:41.573;[122] PING;22:50:41.838;[307/250] PONG (1)
2024-05-19;22:50:44.123;[128] PING;22:50:44.325;[308/251] PONG (2)
2024-05-19;22:50:44.356;[123] PING;22:50:45.187;[309/252] PONG (1)
2024-05-19;22:50:45.854;[124] PING;22:50:46.626;[312/253] PONG (1)
2024-05-19;22:50:46.136;[129] PING;22:50:47.047;[313/254] PONG (2)
2024-05-19;22:50:47.388;[125] PING;22:50:47.868;[314/255] PONG (1)
2024-05-19;22:50:48.372;[130] PING;22:50:48.938;[315/256] PONG (2)
2024-05-19;22:50:49.158;[131] PING;22:50:49.656;[316/257] PONG (2)
2024-05-19;22:50:49.657;[132] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:50:50.030;[126] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:50:49.953;[133] PING;22:50:50.372;[317/260] PONG (2)
2024-05-19;22:50:50.491;[127] PING;22:50:50.853;[320/261] PONG (1)
2024-05-19;22:50:51.548;[128] PING;22:50:51.661;[321/262] PONG (1)
2024-05-19;22:50:52.354;[134] PING;22:50:52.644;[322/263] PONG (2)
2024-05-19;22:50:54.453;[129] PING;22:50:55.122;[323/264] PONG (1)
2024-05-19;22:50:55.046;[135] PING;22:50:55.571;[324/265] PONG (2)
2024-05-19;22:50:55.493;[130] PING;22:50:55.877;[327/266] PONG (1)
2024-05-19;22:50:55.709;[136] PING;22:50:56.158;[328/267] PONG (2)
2024-05-19;22:50:57.530;[137] PING;22:50:58.422;[329/268] PONG (2)
2024-05-19;22:50:58.192;[131] PING;22:50:58.841;[330/269] PONG (1)
2024-05-19;22:50:59.395;[138] PING;22:50:59.674;[331/270] PONG (2)
2024-05-19;22:51:00.341;[139] PING;22:51:00.936;[334/271] PONG (2)
2024-05-19;22:51:00.655;[132] PING;22:51:01.076;[335/272] PONG (1)
2024-05-19;22:51:01.697;[133] PING;22:51:02.492;[336/273] PONG (1)
2024-05-19;22:51:02.508;[140] PING;22:51:03.383;[337/274] PONG (2)
2024-05-19;22:51:03.383;[141] PING;22:51:04.270;[338/275] PONG (2)
2024-05-19;22:51:04.270;[134] PING;22:51:05.120;[339/276] PONG (1)
2024-05-19;22:51:05.683;[142] PING;22:51:06.095;[342/277] PONG (2)
2024-05-19;22:51:05.199;[135] PING;22:51:06.156;[343/278] PONG (1)
2024-05-19;22:51:06.312;[143] PING;22:51:06.511;[344/279] PONG (2)
2024-05-19;22:51:07.566;[136] PING;22:51:08.276;[345/280] PONG (1)
2024-05-19;22:51:08.277;[137] PING;22:51:08.885;[346/281] PONG (1)
2024-05-19;22:51:08.884;[144] PING;22:51:09.433;[347/282] PONG (2)
2024-05-19;22:51:09.820;[138] PING;22:51:10.418;[348/283] PONG (1)
2024-05-19;22:51:11.525;[145] PING;22:51:11.773;[351/284] PONG (2)
2024-05-19;22:51:12.228;[139] PING;22:51:12.335;[352/285] PONG (1)
2024-05-19;22:51:13.159;[146] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:51:12.866;[140] PING;22:51:13.294;[353/287] PONG (1)
2024-05-19;22:51:13.606;[147] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:51:13.825;[141] PING;22:51:14.153;[354/289] PONG (1)
2024-05-19;22:51:14.425;[148] PING;22:51:15.283;[355/290] PONG (2)
2024-05-19;22:51:15.361;[149] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:51:16.210;[150] PING;22:51:16.350;[358/292] PONG (2)
2024-05-19;22:51:15.992;[142] PING;22:51:16.743;[359/293] PONG (1)
2024-05-19;22:51:18.904;[151] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:51:18.438;[143] PING;22:51:18.934;[360/295] PONG (1)
2024-05-19;22:51:19.657;[144] PING;22:51:20.574;[361/296] PONG (1)
2024-05-19;22:51:21.069;[152] PING;22:51:21.269;[364/297] PONG (2)
2024-05-19;22:51:21.527;[153] PING;22:51:21.974;[365/298] PONG (2)
2024-05-19;22:51:22.261;[145] PING;22:51:23.026;[366/299] PONG (1)
2024-05-19;22:51:23.744;[154] PING;22:51:24.075;[367/300] PONG (2)
2024-05-19;22:51:23.950;[146] PING;22:51:24.449;[368/301] PONG (1)
2024-05-19;22:51:25.706;[147] PING;22:51:26.625;[371/302] PONG (1)
2024-05-19;22:51:25.928;[155] PING;22:51:26.751;[372/303] PONG (2)
2024-05-19;22:51:27.014;[156] PING;22:51:27.264;[373/304] PONG (2)
2024-05-19;22:51:26.751;[148] PING;22:51:27.607;[374/305] PONG (1)
2024-05-19;22:51:28.065;[157] PING;22:51:28.243;[375/306] PONG (2)
2024-05-19;22:51:29.174;[158] PING;22:51:29.890;[376/307] PONG (2)
2024-05-19;22:51:29.625;[149] PING;22:51:30.412;[377/308] PONG (1)
2024-05-19;22:51:30.350;[159] PING;22:51:31.053;[380/309] PONG (2)
2024-05-19;22:51:30.712;[150] PING;22:51:31.676;[381/310] PONG (1)
2024-05-19;22:51:31.676;[151] PING;22:51:32.280;[382/311] PONG (1)
2024-05-19;22:51:32.662;[152] PING;22:51:33.374;[383/312] PONG (1)
2024-05-19;22:51:32.968;[160] PING;22:51:33.757;[384/313] PONG (2)
2024-05-19;22:51:35.215;[153] PING;22:51:36.161;[387/314] PONG (1)
2024-05-19;22:51:35.683;[161] PING;22:51:36.302;[388/315] PONG (2)
2024-05-19;22:51:36.162;[154] PING;22:51:36.735;[389/316] PONG (1)
2024-05-19;22:51:36.736;[155] PING;22:51:37.249;[390/317] PONG (1)
2024-05-19;22:51:38.849;[156] PING;22:51:38.989;[391/318] PONG (1)
2024-05-19;22:51:38.552;[162] PING;22:51:39.319;[392/319] PONG (2)
2024-05-19;22:51:39.320;[163] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:51:40.287;[157] PING;22:51:41.029;[395/321] PONG (1)
2024-05-19;22:51:41.091;[158] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:51:41.230;[164] PING;22:51:41.406;[396/323] PONG (2)
2024-05-19;22:51:42.594;[159] PING;22:51:43.396;[397/324] PONG (1)
2024-05-19;22:51:43.397;[160] PING;22:51:44.128;[398/325] PONG (1)
2024-05-19;22:51:43.445;[165] PING;22:51:44.300;[399/326] PONG (2)
2024-05-19;22:51:44.736;[161] PING;22:51:45.659;[400/327] PONG (1)
2024-05-19;22:51:45.316;[166] PING;22:51:45.660;[401/328] PONG (2)
2024-05-19;22:51:46.222;[167] PING;22:51:46.485;[404/329] PONG (2)
2024-05-19;22:51:45.847;[162] PING;22:51:46.720;[405/330] PONG (1)
2024-05-19;22:51:46.924;[163] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:51:47.720;[164] PING;(проигнорировано);(проигнорировано)
2024-05-19;22:51:48.126;[168] PING;22:51:48.898;[406/333] PONG (2)
2024-05-19;22:51:48.728;[165] PING;22:51:48.977;[407/334] PONG (1)
2024-05-19;22:51:49.582;[169] PING;22:51:50.172;[408/335] PONG (2)
2024-05-19;22:51:49.876;[166] PING;22:51:50.658;[409/336] PONG (1)
2024-05-19;22:51:50.454;[170] PING;22:51:51.186;[412/337] PONG (2)
2024-05-19;22:51:50.659;[167] PING;22:51:51.389;[413/338] PONG (1)
2024-05-19;22:51:51.187;[171] PING;22:51:51.909;[414/339] PONG (2)
2024-05-19;22:51:51.910;[172] PING;22:51:52.065;[415/340] PONG (2)
2024-05-19;22:51:53.236;[168] PING;22:51:53.504;[416/341] PONG (1)
2024-05-19;22:51:53.814;[169] PING;22:51:54.493;[417/342] PONG (1)
